id,created_at,z_rms_velocity_in_s,z_rms_velocity_mm_s,temperature_f,temperature_c,x_rms_velocity_in_s,x_rms_velocity_mm_s,z_peak_acceleration_g,x_peak_acceleration_g,z_peak_vel_comp_freq_hz,x_peak_vel_comp_freq_hz,z_rms_acceleration_g,x_rms_acceleration_g,z_kurtosis,x_kurtosis,z_crest_factor,x_crest_factor,z_peak_velocity_in_s,z_peak_velocity_mm_s,x_peak_velocity_in_s,x_peak_velocity_mm_s,z_high_freq_rms_accel_g,x_high_freq_rms_accel_g,fault,rpm
5220,2026-04-30 19:50:09.970461+00:00,0.0834,2.118,80.18,26.76,0.0797,2.025,0.368,0.465,19.5,61.0,0.102,0.129,3.386,3.172,3.751,3.9,0.1179,2.996,0.1127,2.864,0.098,0.119,desbalanceado_1parafuso,1000.0
5221,2026-04-30 19:50:11.970480+00:00,0.0895,2.275,80.18,26.76,0.0865,2.198,0.384,0.436,19.5,61.0,0.103,0.136,4.059,3.664,4.528,4.22,0.1266,3.217,0.1223,3.108,0.084,0.103,desbalanceado_1parafuso,1000.0
5240,2026-04-30 19:50:49.971389+00:00,0.0837,2.127,80.13,26.74,0.0813,2.066,0.346,0.509,19.5,61.0,0.086,0.11,3.843,3.436,3.827,4.717,0.1184,3.008,0.115,2.922,0.09,0.108,desbalanceado_1parafuso,1000.0
5244,2026-04-30 19:50:57.973617+00:00,0.0865,2.198,79.89,26.6,0.0733,1.864,0.449,0.536,17.0,61.0,0.086,0.098,2.374,2.614,3.712,3.893,0.1223,3.108,0.1037,2.636,0.121,0.137,desbalanceado_1parafuso,1000.0
5295,2026-04-30 19:52:39.980124+00:00,0.0888,2.256,80.18,26.76,0.0837,2.126,0.321,0.405,19.5,58.5,0.09,0.114,3.873,3.824,3.765,3.928,0.1256,3.19,0.1183,3.006,0.085,0.103,desbalanceado_1parafuso,1000.0
5299,2026-04-30 19:52:47.980623+00:00,0.0907,2.304,79.84,26.58,0.0742,1.886,0.334,0.524,17.0,61.0,0.083,0.1,2.787,3.031,3.091,4.166,0.1283,3.259,0.105,2.668,0.108,0.125,desbalanceado_1parafuso,1000.0
5307,2026-04-30 19:53:03.981364+00:00,0.0823,2.091,80.18,26.76,0.0766,1.947,0.383,0.4,19.5,61.0,0.088,0.108,4.221,3.474,4.243,3.676,0.1164,2.957,0.1084,2.753,0.09,0.108,desbalanceado_1parafuso,1000.0
5311,2026-04-30 19:53:11.980235+00:00,0.08,2.032,80.13,26.74,0.0788,2.002,0.216,0.331,19.5,58.5,0.085,0.107,3.409,3.579,5.046,4.735,0.1131,2.874,0.1114,2.831,0.042,0.07,desbalanceado_1parafuso,1000.0
5315,2026-04-30 19:53:19.980709+00:00,0.09,2.287,80.08,26.71,0.0864,2.195,0.331,0.452,17.0,58.5,0.101,0.129,3.448,3.425,3.541,4.04,0.1273,3.234,0.1222,3.105,0.093,0.111,desbalanceado_1parafuso,1000.0
5392,2026-04-30 19:57:25.814409+00:00,0.0573,1.457,81.51,27.51,0.0881,2.239,0.301,0.323,9.7,56.1,0.057,0.096,7.417,6.14,5.309,4.886,0.0811,2.06,0.1247,3.167,0.056,0.066,desbalanceado_1parafuso,500.0
5427,2026-04-30 19:58:35.819460+00:00,0.0736,1.871,81.9,27.72,0.0936,2.379,0.303,0.357,9.7,56.1,0.066,0.101,2.835,2.835,3.197,3.443,0.1042,2.647,0.1324,3.364,0.095,0.103,desbalanceado_1parafuso,500.0
5445,2026-04-30 19:59:11.817815+00:00,0.0621,1.579,82.14,27.85,0.0923,2.345,0.305,0.386,9.7,56.1,0.064,0.102,2.123,2.257,2.738,3.186,0.0879,2.234,0.1306,3.317,0.111,0.121,desbalanceado_1parafuso,500.0
5491,2026-04-30 20:00:43.825500+00:00,0.0664,1.688,82.52,28.07,0.1028,2.612,0.345,0.471,9.7,56.1,0.065,0.112,3.93,3.863,4.294,5.254,0.094,2.387,0.1454,3.694,0.08,0.089,desbalanceado_1parafuso,500.0
5587,2026-04-30 20:03:55.835229+00:00,0.0585,1.487,82.81,28.23,0.0862,2.189,0.349,0.376,9.7,61.0,0.063,0.1,4.815,4.459,4.804,4.664,0.0828,2.103,0.1219,3.096,0.072,0.08,desbalanceado_1parafuso,500.0
5598,2026-04-30 20:04:17.836625+00:00,0.0668,1.698,82.96,28.31,0.1131,2.873,0.313,0.378,9.7,56.1,0.065,0.119,4.953,4.841,4.198,4.578,0.0945,2.401,0.16,4.064,0.074,0.082,desbalanceado_1parafuso,500.0
5617,2026-04-30 20:04:55.838913+00:00,0.0557,1.416,82.86,28.25,0.0911,2.315,0.328,0.352,61.0,56.1,0.067,0.103,3.615,3.567,3.741,3.705,0.0788,2.003,0.1288,3.274,0.087,0.095,desbalanceado_1parafuso,500.0
5629,2026-04-30 20:05:19.840539+00:00,0.0565,1.435,83.0,28.33,0.086,2.186,0.1,0.172,9.7,56.1,0.06,0.098,4.401,4.91,4.337,4.875,0.0799,2.029,0.1217,3.091,0.023,0.035,desbalanceado_1parafuso,500.0
5648,2026-04-30 20:05:57.847380+00:00,0.0538,1.367,83.05,28.36,0.0977,2.482,0.106,0.192,61.0,56.1,0.059,0.105,4.66,4.973,4.676,5.424,0.0761,1.933,0.1382,3.51,0.022,0.035,desbalanceado_1parafuso,500.0
5671,2026-04-30 20:06:43.846012+00:00,0.0676,1.717,83.0,28.33,0.0811,2.061,0.325,0.369,9.7,61.0,0.067,0.096,2.23,2.301,2.939,3.061,0.0956,2.428,0.1148,2.916,0.11,0.12,desbalanceado_1parafuso,500.0
5793,2026-04-30 20:10:47.860988+00:00,0.0615,1.563,83.24,28.47,0.0887,2.254,0.318,0.365,9.7,56.1,0.065,0.098,2.22,2.265,2.927,3.084,0.087,2.211,0.1255,3.188,0.108,0.118,desbalanceado_1parafuso,500.0
5872,2026-04-30 20:15:50.805754+00:00,0.068,1.729,66.31,19.06,0.1172,2.977,0.543,1.006,61.0,58.5,0.129,0.16,2.751,3.096,3.413,4.635,0.0962,2.445,0.1657,4.211,0.159,0.217,normal,2000.0
5915,2026-04-30 20:17:16.810728+00:00,0.0751,1.909,67.37,19.65,0.0961,2.443,0.569,0.81,58.5,61.0,0.139,0.16,2.769,2.885,3.47,3.566,0.1062,2.699,0.136,3.455,0.164,0.227,normal,2000.0
5955,2026-04-30 20:18:36.815489+00:00,0.0668,1.698,68.94,20.52,0.0972,2.47,0.577,0.924,58.5,61.0,0.136,0.154,2.77,2.959,3.553,3.934,0.0945,2.401,0.1375,3.494,0.162,0.235,normal,2000.0
5970,2026-04-30 20:19:06.817134+00:00,0.0802,2.039,68.06,20.03,0.099,2.515,0.572,1.059,9.7,9.7,0.129,0.145,2.805,3.108,3.532,4.733,0.1135,2.884,0.14,3.557,0.162,0.223,normal,2000.0
6002,2026-04-30 20:20:10.820664+00:00,0.0749,1.904,69.45,20.8,0.1103,2.802,0.516,0.789,61.0,61.0,0.129,0.142,2.742,3.013,3.239,3.374,0.106,2.693,0.156,3.963,0.159,0.234,normal,2000.0
6006,2026-04-30 20:20:18.821305+00:00,0.0702,1.784,70.33,21.29,0.1091,2.772,0.508,0.942,58.5,58.5,0.132,0.161,2.657,3.196,3.134,4.028,0.0993,2.523,0.1543,3.921,0.162,0.233,normal,2000.0
6051,2026-04-30 20:21:48.826704+00:00,0.069,1.754,71.02,21.68,0.1064,2.704,0.537,0.928,58.5,61.0,0.129,0.139,2.745,3.002,3.287,3.975,0.0976,2.481,0.1506,3.825,0.163,0.233,normal,2000.0
6147,2026-04-30 20:25:00.838054+00:00,0.0688,1.747,71.63,22.01,0.108,2.744,0.678,0.893,58.5,58.5,0.114,0.152,2.775,3.095,4.207,3.74,0.0973,2.472,0.1528,3.881,0.161,0.238,normal,2000.0
6168,2026-04-30 20:25:42.840352+00:00,0.079,2.007,70.74,21.52,0.0938,2.382,0.602,0.868,12.2,58.5,0.118,0.139,2.787,3.013,3.74,3.692,0.1117,2.839,0.1326,3.369,0.161,0.235,normal,2000.0
6202,2026-04-30 20:26:50.844417+00:00,0.063,1.601,70.93,21.63,0.1046,2.658,0.578,0.852,61.0,61.0,0.131,0.144,2.791,2.929,3.623,3.499,0.0891,2.264,0.148,3.76,0.159,0.243,normal,2000.0
6205,2026-04-30 20:26:56.844976+00:00,0.0688,1.748,71.12,21.73,0.0939,2.385,0.607,0.839,61.0,61.0,0.124,0.13,2.893,3.095,3.672,3.526,0.0973,2.472,0.1328,3.373,0.165,0.238,normal,2000.0
6226,2026-04-30 20:27:38.847245+00:00,0.0702,1.783,71.39,21.88,0.1115,2.832,0.574,1.035,61.0,61.0,0.122,0.161,2.815,3.197,3.575,4.233,0.0993,2.522,0.1577,4.005,0.16,0.244,normal,2000.0
6308,2026-04-30 20:30:22.857220+00:00,0.0655,1.664,72.46,22.48,0.1031,2.618,0.61,0.895,61.0,58.5,0.119,0.142,2.86,3.045,3.66,3.742,0.0926,2.354,0.1458,3.703,0.166,0.239,normal,2000.0
6407,2026-04-30 20:48:23.094308+00:00,0.0588,1.494,75.55,24.19,0.0806,2.049,0.515,0.6,61.0,61.0,0.089,0.111,2.598,2.842,4.0,4.163,0.0832,2.114,0.1141,2.898,0.128,0.144,normal,1000.0
6449,2026-04-30 20:49:47.099323+00:00,0.0626,1.592,76.02,24.45,0.0807,2.049,0.57,0.641,61.0,61.0,0.09,0.105,2.555,2.822,4.471,4.422,0.0886,2.252,0.1141,2.898,0.127,0.144,normal,1000.0
6476,2026-04-30 20:50:41.102488+00:00,0.0668,1.697,76.16,24.53,0.0827,2.103,0.501,0.544,58.5,61.0,0.092,0.121,2.611,2.859,3.891,3.733,0.0945,2.401,0.117,2.974,0.128,0.145,normal,1000.0
6585,2026-04-30 20:54:19.115302+00:00,0.0607,1.542,76.53,24.74,0.0813,2.065,0.453,0.536,61.0,61.0,0.085,0.114,2.567,2.758,3.573,3.632,0.0858,2.18,0.1149,2.92,0.126,0.147,normal,1000.0
6637,2026-04-30 20:56:03.121293+00:00,0.0646,1.641,76.68,24.82,0.0792,2.014,0.585,0.573,61.0,61.0,0.094,0.113,2.7,2.874,4.605,3.828,0.0913,2.321,0.1121,2.848,0.127,0.149,normal,1000.0
6729,2026-04-30 20:59:07.132141+00:00,0.0628,1.596,76.77,24.87,0.0804,2.042,0.565,0.59,58.5,61.0,0.09,0.116,2.688,2.881,4.375,4.033,0.0888,2.257,0.1137,2.888,0.129,0.146,normal,1000.0
6788,2026-04-30 21:01:05.139228+00:00,0.0642,1.632,76.86,24.92,0.085,2.16,0.518,0.626,61.0,58.5,0.088,0.115,2.632,2.998,4.021,4.236,0.0908,2.308,0.1202,3.055,0.128,0.147,normal,1000.0
6844,2026-04-30 21:02:57.145842+00:00,0.0654,1.661,77.0,25.0,0.0816,2.074,0.463,0.659,61.0,61.0,0.085,0.104,2.584,2.946,3.615,4.438,0.0925,2.349,0.1154,2.933,0.128,0.148,normal,1000.0
6875,2026-04-30 21:05:54.232192+00:00,0.0627,1.593,77.24,25.13,0.1193,3.031,0.489,0.581,58.5,56.1,0.073,0.129,2.598,2.671,3.905,4.18,0.0887,2.253,0.1687,4.286,0.125,0.138,normal,500.0
6906,2026-04-30 21:06:56.237659+00:00,0.0582,1.479,78.04,25.58,0.1193,3.03,0.491,0.574,58.5,56.1,0.073,0.128,2.528,2.91,3.972,4.118,0.0823,2.091,0.1687,4.286,0.123,0.139,normal,500.0
6908,2026-04-30 21:07:00.225143+00:00,0.0521,1.325,77.85,25.47,0.1076,2.735,0.469,0.583,61.0,56.1,0.071,0.12,2.463,2.883,3.812,4.275,0.0737,1.873,0.1523,3.868,0.123,0.136,normal,500.0
6914,2026-04-30 21:07:12.238463+00:00,0.0519,1.319,78.42,25.79,0.0956,2.429,0.506,0.608,61.0,56.1,0.072,0.115,2.677,2.994,4.101,4.401,0.0734,1.865,0.1352,3.435,0.123,0.138,normal,500.0
6941,2026-04-30 21:08:06.241585+00:00,0.0546,1.387,78.47,25.81,0.0969,2.462,0.443,0.467,61.0,56.1,0.073,0.114,2.497,2.683,3.598,3.433,0.0772,1.961,0.137,3.482,0.123,0.136,normal,500.0
7037,2026-04-30 21:11:18.253055+00:00,0.055,1.398,79.27,26.26,0.1077,2.737,0.383,0.617,61.0,56.1,0.075,0.12,2.375,2.843,3.195,4.56,0.0778,1.978,0.1524,3.871,0.12,0.135,normal,500.0
7049,2026-04-30 21:11:42.254385+00:00,0.0644,1.637,79.23,26.23,0.1203,3.056,0.605,0.576,58.5,56.1,0.081,0.136,2.742,2.73,4.889,4.225,0.0911,2.315,0.1701,4.323,0.123,0.136,normal,500.0
7081,2026-04-30 21:12:46.258141+00:00,0.0505,1.284,79.23,26.23,0.0975,2.478,0.495,0.617,61.0,56.1,0.073,0.116,2.664,2.894,3.999,4.515,0.0714,1.815,0.138,3.505,0.123,0.136,normal,500.0
7085,2026-04-30 21:12:54.258475+00:00,0.0583,1.482,79.23,26.23,0.1247,3.168,0.496,0.551,58.5,56.1,0.071,0.133,2.521,2.724,4.128,4.039,0.0825,2.096,0.1763,4.48,0.12,0.136,normal,500.0
7193,2026-04-30 21:16:30.271537+00:00,0.0598,1.519,79.56,26.42,0.1081,2.747,0.45,0.59,58.5,56.1,0.075,0.124,2.493,2.732,3.702,4.4,0.0845,2.148,0.153,3.886,0.121,0.134,normal,500.0
7197,2026-04-30 21:16:38.272031+00:00,0.0499,1.269,79.8,26.55,0.0895,2.275,0.427,0.453,61.0,56.1,0.071,0.114,2.427,2.614,3.48,3.317,0.0706,1.795,0.1267,3.218,0.122,0.136,normal,500.0
7339,2026-04-30 21:21:22.289883+00:00,0.0562,1.429,80.51,26.95,0.1142,2.901,0.458,0.545,61.0,56.1,0.072,0.125,2.417,2.882,3.778,4.009,0.0795,2.021,0.1615,4.103,0.121,0.136,normal,500.0
7350,2026-04-30 21:21:44.291168+00:00,0.0757,1.924,79.8,26.55,0.1259,3.199,0.426,0.529,9.7,56.1,0.078,0.137,2.442,2.799,3.531,3.935,0.1071,2.721,0.1781,4.525,0.12,0.134,normal,500.0
7389,2026-04-30 21:24:43.900415+00:00,0.0602,1.531,80.56,26.98,0.0945,2.4,0.503,0.492,61.0,56.1,0.074,0.117,2.686,2.7,4.167,3.641,0.0852,2.165,0.1336,3.395,0.12,0.135,desbalanceado_1parafuso,500.0
7393,2026-04-30 21:24:51.900969+00:00,0.0603,1.533,80.75,27.08,0.1,2.54,0.471,0.539,61.0,56.1,0.076,0.117,2.574,2.746,3.915,4.038,0.0853,2.168,0.1414,3.592,0.12,0.133,desbalanceado_1parafuso,500.0
7401,2026-04-30 21:25:07.901941+00:00,0.0535,1.361,80.56,26.98,0.097,2.465,0.46,0.522,61.0,56.1,0.069,0.117,2.431,2.697,3.849,3.947,0.0757,1.925,0.1372,3.486,0.119,0.132,desbalanceado_1parafuso,500.0
7455,2026-04-30 21:26:55.908314+00:00,0.0585,1.487,80.42,26.9,0.1087,2.762,0.396,0.514,61.0,56.1,0.077,0.122,2.339,2.789,3.31,3.861,0.0828,2.103,0.1537,3.906,0.119,0.133,desbalanceado_1parafuso,500.0
7528,2026-05-04 20:32:45.287123+00:00,0.0538,1.367,80.32,26.84,0.096,2.439,0.48,0.511,61.0,56.1,0.071,0.114,2.508,2.707,3.95,3.827,0.0761,1.933,0.1358,3.45,0.121,0.133,desbalanceado_1parafuso,500.0
7562,2026-05-04 20:33:53.291365+00:00,0.0558,1.419,80.56,26.98,0.0981,2.492,0.414,0.627,61.0,56.1,0.073,0.116,2.331,2.765,3.417,4.664,0.079,2.006,0.1387,3.525,0.121,0.134,desbalanceado_1parafuso,500.0
7580,2026-05-04 20:34:29.293310+00:00,0.0646,1.642,81.23,27.35,0.1135,2.884,0.472,0.588,9.7,56.1,0.075,0.129,2.716,2.867,3.907,4.342,0.0914,2.322,0.1606,4.079,0.12,0.135,desbalanceado_1parafuso,500.0
7626,2026-05-04 20:36:01.298796+00:00,0.0629,1.598,80.37,26.87,0.1086,2.76,0.429,0.503,61.0,56.1,0.073,0.124,2.438,2.818,3.605,3.78,0.089,2.261,0.1536,3.903,0.119,0.133,desbalanceado_1parafuso,500.0
7639,2026-05-04 20:36:27.300759+00:00,0.06,1.525,80.42,26.9,0.1064,2.703,0.403,0.553,61.0,56.1,0.075,0.121,2.358,2.765,3.368,4.078,0.0849,2.157,0.1505,3.823,0.119,0.135,desbalanceado_1parafuso,500.0
7745,2026-05-04 20:39:59.313651+00:00,0.0563,1.43,80.32,26.84,0.0898,2.281,0.52,0.545,61.0,56.1,0.072,0.109,2.554,2.795,4.241,4.047,0.0796,2.023,0.127,3.226,0.122,0.134,desbalanceado_1parafuso,500.0
7751,2026-05-04 20:40:11.313455+00:00,0.0674,1.712,80.42,26.9,0.1246,3.166,0.447,0.471,9.7,56.1,0.077,0.136,2.558,2.618,3.67,3.564,0.0953,2.421,0.1762,4.477,0.121,0.132,desbalanceado_1parafuso,500.0
7803,2026-05-04 20:41:55.320574+00:00,0.0587,1.491,80.89,27.16,0.1092,2.774,0.422,0.527,61.0,56.1,0.072,0.121,2.404,2.724,3.523,3.996,0.083,2.109,0.1544,3.923,0.12,0.131,desbalanceado_1parafuso,500.0
7811,2026-05-04 20:42:11.321691+00:00,0.0641,1.629,80.46,26.92,0.1012,2.571,0.443,0.508,9.7,56.1,0.072,0.117,2.455,2.621,3.66,3.82,0.0907,2.304,0.1431,3.636,0.121,0.133,desbalanceado_1parafuso,500.0
7859,2026-05-04 20:43:47.325104+00:00,0.0657,1.67,80.42,26.9,0.1158,2.943,0.549,0.656,58.5,56.1,0.077,0.126,2.698,3.02,4.531,4.915,0.093,2.362,0.1638,4.162,0.121,0.133,desbalanceado_1parafuso,500.0
7863,2026-05-04 20:47:31.584956+00:00,0.0763,1.939,81.04,27.24,0.0966,2.455,0.577,0.625,61.0,61.0,0.11,0.138,2.757,3.003,4.497,4.122,0.1079,2.742,0.1367,3.473,0.128,0.151,desbalanceado_1parafuso,1000.0
8036,2026-05-04 20:53:17.611251+00:00,0.0744,1.89,77.9,25.5,0.088,2.237,0.457,0.651,17.0,61.0,0.098,0.131,2.668,2.806,3.531,4.31,0.1052,2.673,0.1245,3.163,0.129,0.151,desbalanceado_1parafuso,1000.0
8096,2026-05-04 20:55:17.618275+00:00,0.0675,1.714,77.71,25.39,0.0868,2.205,0.462,0.585,61.0,61.0,0.095,0.12,2.582,2.772,3.577,3.911,0.0954,2.425,0.1228,3.119,0.129,0.149,desbalanceado_1parafuso,1000.0
8114,2026-05-04 20:55:53.620385+00:00,0.0693,1.761,77.71,25.39,0.0788,2.003,0.45,0.61,61.0,61.0,0.093,0.115,2.728,2.994,3.483,3.955,0.098,2.49,0.1115,2.833,0.129,0.154,desbalanceado_1parafuso,1000.0
8139,2026-05-04 20:56:43.623433+00:00,0.0775,1.968,78.42,25.79,0.0874,2.222,0.531,0.666,19.5,61.0,0.091,0.12,2.619,2.954,4.074,4.256,0.1096,2.784,0.1237,3.142,0.13,0.156,desbalanceado_1parafuso,1000.0
8180,2026-05-04 20:58:05.628553+00:00,0.0759,1.93,77.62,25.34,0.0804,2.043,0.508,0.797,19.5,61.0,0.095,0.115,2.532,3.301,3.998,5.181,0.1074,2.729,0.1137,2.889,0.127,0.153,desbalanceado_1parafuso,1000.0
8202,2026-05-04 20:58:49.631268+00:00,0.0654,1.661,77.57,25.31,0.0881,2.238,0.622,0.561,61.0,61.0,0.094,0.122,2.605,2.657,4.837,3.676,0.0925,2.349,0.1246,3.165,0.128,0.152,desbalanceado_1parafuso,1000.0
8208,2026-05-04 20:59:01.631857+00:00,0.0741,1.882,77.62,25.34,0.0966,2.454,0.574,0.583,61.0,61.0,0.098,0.128,2.655,2.913,4.436,3.78,0.1048,2.662,0.1366,3.471,0.129,0.154,desbalanceado_1parafuso,1000.0
8250,2026-05-04 21:00:25.636787+00:00,0.0681,1.732,77.52,25.29,0.0911,2.314,0.437,0.542,61.0,61.0,0.104,0.134,2.569,2.743,3.399,3.619,0.0964,2.449,0.1288,3.273,0.128,0.149,desbalanceado_1parafuso,1000.0
8263,2026-05-04 21:00:51.638647+00:00,0.0744,1.89,77.48,25.26,0.0925,2.351,0.433,0.675,61.0,58.5,0.104,0.131,2.593,2.836,3.379,4.551,0.1052,2.674,0.1309,3.325,0.128,0.148,desbalanceado_1parafuso,1000.0
8313,2026-05-04 21:02:31.644233+00:00,0.0599,1.521,77.52,25.29,0.0951,2.415,0.466,0.58,61.0,61.0,0.089,0.126,2.567,2.787,3.654,3.85,0.0847,2.152,0.1345,3.416,0.127,0.15,desbalanceado_1parafuso,1000.0
8317,2026-05-04 21:02:39.645029+00:00,0.0799,2.029,78.14,25.63,0.0813,2.066,0.416,0.624,19.5,61.0,0.085,0.111,2.526,2.84,3.213,4.05,0.1129,2.87,0.115,2.922,0.129,0.154,desbalanceado_1parafuso,1000.0
8342,2026-05-04 21:03:29.648110+00:00,0.0784,1.991,77.76,25.42,0.0855,2.173,0.517,0.737,61.0,61.0,0.111,0.132,2.677,3.072,4.02,4.833,0.1108,2.816,0.121,3.074,0.128,0.152,desbalanceado_1parafuso,1000.0
8383,2026-05-04 21:13:05.360300+00:00,0.0692,1.758,76.53,24.74,0.128,3.253,0.57,0.81,61.0,61.0,0.112,0.146,2.812,3.126,3.692,3.618,0.0979,2.486,0.1811,4.6,0.154,0.224,desbalanceado_1parafuso,2000.0
8514,2026-05-04 21:17:27.375573+00:00,0.0644,1.636,76.11,24.5,0.1177,2.99,0.631,0.85,58.5,34.1,0.115,0.14,2.923,3.086,4.065,3.84,0.091,2.313,0.1664,4.228,0.155,0.221,desbalanceado_1parafuso,2000.0
8530,2026-05-04 21:17:59.377659+00:00,0.0637,1.619,77.24,25.13,0.1157,2.939,0.51,0.936,58.5,34.1,0.105,0.132,2.8,3.191,3.304,4.096,0.0901,2.29,0.1636,4.156,0.154,0.228,desbalanceado_1parafuso,2000.0
8547,2026-05-04 21:18:33.379365+00:00,0.06,1.525,75.97,24.43,0.1249,3.174,0.544,0.856,61.0,34.1,0.118,0.143,2.844,3.167,3.488,3.703,0.0849,2.157,0.1767,4.489,0.156,0.231,desbalanceado_1parafuso,2000.0
8557,2026-05-04 21:18:53.380466+00:00,0.0637,1.618,75.88,24.37,0.1291,3.28,0.527,0.83,58.5,34.1,0.113,0.146,2.731,3.086,3.372,3.664,0.0901,2.289,0.1826,4.639,0.156,0.226,desbalanceado_1parafuso,2000.0
8611,2026-05-04 21:20:41.386590+00:00,0.0609,1.548,76.86,24.92,0.1196,3.037,0.581,0.793,61.0,34.1,0.104,0.134,2.839,2.896,3.695,3.452,0.0862,2.19,0.1691,4.296,0.157,0.229,desbalanceado_1parafuso,2000.0
8620,2026-05-04 21:20:59.387792+00:00,0.0596,1.515,75.88,24.37,0.1197,3.041,0.666,0.762,61.0,34.1,0.109,0.138,2.894,2.942,4.189,3.414,0.0844,2.143,0.1693,4.301,0.159,0.223,desbalanceado_1parafuso,2000.0
8654,2026-05-04 21:22:07.391741+00:00,0.0672,1.708,75.88,24.37,0.1244,3.159,0.603,1.091,61.0,34.1,0.117,0.155,2.733,3.333,3.934,4.692,0.0951,2.416,0.1759,4.468,0.153,0.232,desbalanceado_1parafuso,2000.0
8661,2026-05-04 21:22:21.392577+00:00,0.0697,1.77,75.92,24.4,0.1296,3.292,0.602,0.997,58.5,34.1,0.124,0.17,2.841,3.123,3.876,4.38,0.0985,2.504,0.1833,4.656,0.155,0.227,desbalanceado_1parafuso,2000.0
8676,2026-05-04 21:22:51.394335+00:00,0.0677,1.721,75.92,24.4,0.1109,2.817,0.558,0.939,61.0,34.1,0.115,0.132,2.811,3.183,3.58,4.142,0.0958,2.435,0.1568,3.984,0.156,0.226,desbalanceado_1parafuso,2000.0
8794,2026-05-04 21:26:47.406930+00:00,0.0665,1.689,75.74,24.3,0.1294,3.288,0.531,1.005,61.0,34.1,0.116,0.137,2.816,3.199,3.327,4.332,0.094,2.389,0.1831,4.651,0.159,0.232,desbalanceado_1parafuso,2000.0
8809,2026-05-04 21:27:17.408472+00:00,0.0629,1.599,75.74,24.3,0.1272,3.232,0.481,0.937,61.0,34.1,0.101,0.137,2.755,3.005,3.126,4.073,0.089,2.262,0.1799,4.571,0.153,0.23,desbalanceado_1parafuso,2000.0
8813,2026-05-04 21:27:25.408879+00:00,0.0725,1.843,75.78,24.32,0.1254,3.185,0.561,0.809,61.0,34.1,0.125,0.159,2.603,3.016,3.628,3.629,0.1026,2.607,0.1773,4.505,0.154,0.223,desbalanceado_1parafuso,2000.0
8815,2026-05-04 21:27:29.409200+00:00,0.0758,1.927,76.06,24.48,0.1134,2.881,0.549,0.924,58.5,34.1,0.113,0.145,2.735,3.019,3.49,4.066,0.1073,2.725,0.1604,4.075,0.157,0.227,desbalanceado_1parafuso,2000.0
8827,2026-05-04 21:27:53.410743+00:00,0.0612,1.556,75.97,24.43,0.1153,2.93,0.601,0.935,61.0,34.1,0.111,0.144,2.787,3.161,3.868,4.14,0.0866,2.201,0.1631,4.144,0.155,0.225,desbalanceado_1parafuso,2000.0
8852,2026-05-04 21:28:43.413671+00:00,0.0683,1.735,76.77,24.87,0.1266,3.216,0.553,0.945,61.0,34.1,0.122,0.147,2.726,3.181,3.449,4.042,0.0966,2.454,0.1791,4.549,0.16,0.233,desbalanceado_1parafuso,2000.0
8887,2026-05-04 21:43:58.338206+00:00,0.0615,1.563,72.05,22.25,0.0785,1.994,0.417,0.514,61.0,61.0,0.083,0.105,2.472,2.613,3.306,3.597,0.087,2.211,0.111,2.821,0.126,0.142,normal,1000.0
8981,2026-05-04 21:47:06.349208+00:00,0.0667,1.695,72.7,22.61,0.0806,2.048,0.554,0.541,61.0,58.5,0.092,0.114,2.556,2.688,4.394,3.715,0.0944,2.397,0.114,2.897,0.126,0.145,normal,1000.0
9004,2026-05-04 21:47:52.351652+00:00,0.0703,1.787,72.98,22.76,0.0768,1.951,0.483,0.671,61.0,61.0,0.091,0.107,2.545,2.748,3.785,4.606,0.0995,2.527,0.1086,2.76,0.127,0.145,normal,1000.0
9011,2026-05-04 21:48:06.352532+00:00,0.0561,1.425,73.49,23.05,0.0745,1.893,0.545,0.521,61.0,58.5,0.085,0.103,2.561,2.701,4.31,3.565,0.0793,2.015,0.1054,2.678,0.126,0.146,normal,1000.0
9020,2026-05-04 21:48:24.353687+00:00,0.0558,1.418,73.91,23.28,0.0765,1.944,0.407,0.64,58.5,61.0,0.083,0.107,2.49,2.74,3.221,4.336,0.0789,2.006,0.1082,2.749,0.126,0.147,normal,1000.0
9102,2026-05-04 21:51:08.363010+00:00,0.0595,1.512,74.24,23.46,0.0782,1.986,0.421,0.594,61.0,61.0,0.085,0.106,2.476,2.817,3.327,4.034,0.0842,2.138,0.1105,2.809,0.126,0.147,normal,1000.0
9110,2026-05-04 21:51:24.364141+00:00,0.0686,1.743,74.61,23.67,0.0822,2.089,0.453,0.617,9.7,61.0,0.089,0.116,2.517,2.802,3.559,4.157,0.097,2.465,0.1163,2.954,0.127,0.148,normal,1000.0
9115,2026-05-04 21:51:34.364625+00:00,0.0565,1.435,74.52,23.62,0.0769,1.953,0.457,0.578,61.0,61.0,0.09,0.107,2.538,2.726,3.625,3.963,0.0799,2.03,0.1087,2.762,0.126,0.146,normal,1000.0
9143,2026-05-04 21:52:30.367928+00:00,0.0575,1.46,74.66,23.7,0.0767,1.948,0.493,0.554,61.0,61.0,0.095,0.112,2.64,2.788,3.85,3.723,0.0813,2.065,0.1084,2.755,0.128,0.149,normal,1000.0
9176,2026-05-04 21:53:36.371975+00:00,0.0637,1.62,75.03,23.9,0.0786,1.996,0.454,0.523,61.0,58.5,0.084,0.112,2.472,2.537,3.595,3.655,0.0902,2.291,0.1111,2.823,0.126,0.143,normal,1000.0
